_id,avAg,avAu,av,
1422661605429,0.6726725508795416,0.8910834737488488,0.5471324938278128,
1422643305022,0.6115977685507191,0.8534199505819856,0.5470927210641592,
1422654285191,0.6681361238700566,0.8842045811121554,0.5470354229287681,
1422646965077,0.6065743724887801,0.85694391533575,0.5471351847217625,
1422635984822,0.5791312599634785,0.8142393757925083,0.5470089058335886,
1422570103254,0.8974712430772417,0.7510315235455315,0.5470202839290343,
1422628664628,0.5689977709067975,0.7903364839694941,0.5470190580840173,
1422617684401,0.5804533657665673,0.7924375789829412,0.5469194766953445,
1422650625153,0.6713738011490035,0.8803196996582073,0.5470773452230405,
1422639644908,0.5986609019936194,0.8446195328048828,0.5471049953731291,
1422533502508,0.8304226119596564,0.8248557582845442,0.5469741511206817,
1422581083482,0.9000511390310315,0.7732800854983994,0.5470133558486522,
1422592063772,0.8998541295431248,0.7689478706051134,0.5470763604853712,
1422515202111,0.8665735083437736,0.8732112535872831,0.5470988141558422,
1422562783205,0.8981666500407396,0.7502295415056625,0.5470381003795619,
1422632324718,0.5615597713004619,0.7851076291941246,0.5470418149346072,
1422573763331,0.8973537198797231,0.7529250530669415,0.5470021454847752,
1422595723863,0.8999113147005728,0.7718850626838683,0.5470481445843361,
1422544482723,0.8092259854426229,0.8116266164874353,0.54687218138357,
1422379778861,0.8732170657666184,0.9091577127161552,0.5463828989899504,
1422526182415,0.8383828220500181,0.8383597781433046,0.5469528773226455,
1422537162589,0.8175465601805536,0.81307528347404,0.547082718059345,
1422566443231,0.8973192593495276,0.7521764000015931,0.5469970827206103,
1422507881899,0.8709978916683354,0.8736920850800373,0.5470875289359141,
1422518862221,0.8564804251459445,0.8635152116882375,0.5469929603278211,
1422540822608,0.8165366220678455,0.820488381175817,0.5469782448667305,
1422548142817,0.8046764216666674,0.7959368918885417,0.5467650502385717,
1422339518368,0.8476022241201238,0.8445117027072995,0.5470931570467169,
1422500561687,0.8858966380492216,0.8701822108142111,0.5470274636619309,
1422522522321,0.8494886796087341,0.8589546199382571,0.5470639149096057,
1422529842418,0.8411825503832,0.8404436963429851,0.5469137624775281,
1422368798765,0.8501832140923046,0.8693902833932833,0.5468869980605001,
1422321217914,0.8448199259920506,0.8353218878409193,0.5471380077449239,
1422383438913,0.8673304815701203,0.9022051672856553,0.5464229946818971,
1422511541996,0.8706595716239,0.8717794145038691,0.5471343541165289,
1422485921375,0.8826806861401051,0.8829973792813804,0.5470967014959989,
1422493241569,0.8802165699363338,0.879462105707676,0.5470931395363381,
1422343178563,0.8445613053893285,0.8549026654683296,0.5471261142903294,
1422365138703,0.8477124724748755,0.8630595486238813,0.5469125377116258,
1422376118780,0.866824439734394,0.901415401350798,0.5464222741146187,
1422313897731,0.8523107868897483,0.8605587919121556,0.5471939425264593,
1422346838558,0.8569747311532674,0.8573973731405578,0.5471491011509552,
1422354158588,0.8499293240660852,0.8533215087642417,0.5468384551745734,
1422277137681,0.8936254051594509,0.8463676752459833,0.5475070153543576,
1422328538128,0.8345687471604519,0.8360125330886439,0.5471171547571102,
1422335858282,0.84413897538678,0.8382380834763394,0.547101747972797,
1422240536995,0.9704471672219296,0.9386650038664394,0.5477553532432707,
1422625004517,0.5742379838899189,0.7878506987227498,0.5468862380699151,
1422273477583,0.9034452937460886,0.8604250527232149,0.5475458070803556,
1422610364196,0.5409075056642324,0.781619851235098,0.5467785229598401,
1422050012310,0.9442688618227689,0.9067634641519258,0.5466238945088995,
1419959891715,0.2758292169083587,0.41755349341998854,0.5449020864935756,
1422002431653,0.9545429426788122,0.9285090625427116,0.5460862758649702,
1420214597204,0.16401767533815043,0.3279395275453531,0.5447258155243737,
1421984131309,0.9598895412333055,0.9469623545761493,0.5459734426030527,
1422244197014,0.9647433298279967,0.9317469166879182,0.5478031192791072,
1421962171001,0.9697407903054263,0.9597302092777266,0.5456377902388707,
1422024391890,0.952350324769183,0.9280500773924275,0.5469296862710428,
1422046352311,0.9367087699018734,0.8931333934815118,0.5465909823375309,
1420434050215,0.24843131671513213,0.3958655412231697,0.5444681293424002,
1422006091659,0.9506437704987015,0.9274321881358581,0.5461896015826835,
1421965831004,0.9558668993134284,0.9515852682662062,0.5456932544639931,
1421628488582,0.7793631004780812,0.8126593330582946,0.5451552298957866,
1421895673093,0.8816839626643506,0.874550203420979,0.5449513785385011,
1420840990613,0.4104660996408761,0.5369939543474115,0.5436391420849302,
1417373367294,0.08150479446653613,0.19221053824403259,0.5490574980788965,
1421947530776,0.9326219745344766,0.9513920336961698,0.5454410527838182,
1419264123723,0.2490396781718526,0.3677891206276398,0.5453778548990927,
1419428826705,0.20462045863629244,0.2952569237843086,0.5454019858498249,
1421969491106,0.9534379011002474,0.9480734968142708,0.5456324420819566,
1421941201049,0.928879644353076,0.9227172248909059,0.5452737025460891,
1422251517228,0.9492616701031505,0.9192129290812641,0.5477462808266682,
1421899333299,0.8868605712848731,0.8806568963104163,0.5449473289240081,
1421910313401,0.8743829076956973,0.8585320098522556,0.5449654191401674,
1421881032910,0.8864508383520484,0.8870683753303269,0.544907471144342,
1420690927543,0.4273429902670002,0.4765427173425009,0.5441742172734526,
1421928613663,0.878073646578674,0.8521410964434707,0.5448903976328792,
1417384347460,0.08265511719673561,0.19185568146584075,0.5490814716448937,
1421884693034,0.8871393934374471,0.904443125190831,0.5448410081066911,
1421833452035,0.8739621705539317,0.9264048204385957,0.5452469398065486,
1420543852429,0.35162603068402815,0.4869947768511991,0.5444690755534268,
1420720208123,0.4143944003377782,0.46674233062569787,0.5440116777278577,
1421995111549,0.9603587258511825,0.9319054998964803,0.5461755975256695,
1418607253615,0.5167622726214511,0.4770221851872835,0.5468327591363122,
